recorded_at,batch_id,title,set_id,card_no,name,rarity,currency,amount,psa10,game
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,XY10,42,ブラッキーEX,RR,¥,2219,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,XYP,140,ブラッキー,,¥,2121221,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,S6a,47,ブラッキーV,RR,¥,2222,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,S6a,85,ブラッキーV,R,¥,2121,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,S8b,101,ブラッキーVMAX,R,¥,22222,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,S8b,244,ブラッキーV,R,¥,1212,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,SM8b,229,ブラッキーGX,R,¥,21212,,
2026-08-16T06:49:11+09:00,20260816-064911-zu19,ポケモンカード買取表,XYP,140,ブラッキー,,¥,2222,,
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,016_p4,ナミ,SP,¥,1212,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,24,モンキー・D・ルフィ,SR,¥,12121,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,024_p1,モンキー・D・ルフィ,SR,¥,1111,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,024_p2,モンキー・D・ルフィ,SR,¥,2222,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,024_r1,モンキー・D・ルフィ,SR,¥,5555,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,25,ロロノア・ゾロ,SR,¥,99999,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,025_p1,ロロノア・ゾロ,SR,¥,7777777,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,025_p2,ロロノア・ゾロ,SR,¥,555,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,025_p4,ロロノア・ゾロ,SR,¥,666,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,035_p2,お菊,SP,¥,7777,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,40,錦えもん,SR,¥,3333,,onepiece
2026-08-16T10:27:35+09:00,20260816-102735-dlkp,ワンピースカード買取表,OP01,040_p1,錦えもん,SR,¥,444,,onepiece
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11B,172,ゲノセクトex,R,¥,2000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11W,167,エルフーンex,R,¥,1500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11W,169,ケルディオex,R,¥,2500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11W,170,ブルンゲルex,R,¥,2000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11W,171,サザンドラex,R,¥,3000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV11W,172,バッフロンex,R,¥,1000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV10,124,ロケット団のファイヤーex,R,¥,15000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV10,125,ロケット団のミュウツーex,R,¥,55000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV10,126,ロケット団のニドキングex,R,¥,8000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV10,127,ロケット団のクロバットex,R,¥,5000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9a,85,メガヤンマex,R,¥,1300,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9a,86,ヒビキのホウオウex,R,¥,27000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9a,87,シロナのガブリアスex,R,¥,30000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9a,88,ペパーのマフィティフex,R,¥,1500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,124,ボルケニオンex,R,¥,1500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,125,ナンジャモのハラバリーex,R,¥,8000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,126,リーリエのピッピex,R,¥,15000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,127,Nのゾロアークex,R,¥,5000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,128,ホップのザシアンex,R,¥,2500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV9,129,ボーマンダex,R,¥,3000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,217,ブラッキーex,R,¥,58000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,212,ニンフィアex,R,¥,14000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,211,エーフィex,R,¥,7000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,200,リーフィアex,R,¥,7000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,206,グレイシアex,R,¥,6500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,202,ブースターex,R,¥,6000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,205,シャワーズex,R,¥,6000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,209,サンダースex,R,¥,6000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,224,イーブイex,R,¥,4500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,223,イーブイex,R,¥,4500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,203,ソウブレイズex,R,¥,1000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,201,オーガポン みどりのめんex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,204,オーガポン かまどのめんex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,208,オーガポン いどのめんex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,216,オーガポン いしずえのめんex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,207,イルカマンex,R,¥,1000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,210,テツノカイナex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,213,テツノブジンex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,214,テツノカシラex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,215,スナノケガワex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,218,トドロクツキex,R,¥,2500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,219,モモワロウex,R,¥,400,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,220,サーフゴーex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,221,ドラパルトex,R,¥,1000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,222,タケルライコex,R,¥,1000,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,225,ガチグマ アカツキex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8a,226,テラパゴスex,R,¥,500,,pokemon
2026-08-18T20:16:06+09:00,20260818-201609-9n18,ポケモンカード買取表,SV8,130,アイアントex,R,¥,1500,,pokemon
